"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Source"
"GO:0010927","cellular component assembly involved in morphogenesis","10/232, 17/711","142/28905","0.070422535, 0.119718309859155","8.773980087, 4.86702917929518","8.353277417, 7.33567289756657","2.41e-07, 8.43485992679675e-08","2.46e-05, 9.41676413365975e-06","2.12e-05, 7.56519285742121e-06","59011/17996/21957/11459/109272/12372/233199/320502/12335/228003, 23966/59011/109272/11459/21957/228003/17996/320502/12372/269116/17930/18175/237625/68802/69982/68016/245884","10, 17","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0010951","negative regulation of endopeptidase activity","15/711, 16/865","177/28905","0.0847457627118644, 0.0903954802259887","3.44525495244225, 3.02067208778289","5.18195349622575, 4.73617567502911","3.47362822208295e-05, 8.98629813935704e-05","0.00129266472469651, 0.00230746529818791","0.0010384945192966, 0.00181328351296316","20716/238393/15951/381286/20248/71869/14080/21857/282663/628900/15511/381308/20617/20724/69982, 15511/18787/15951/20716/238393/20713/55948/14080/16199/16625/217847/71869/628900/21857/385643/17940","15, 16","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0010959","regulation of metal ion transport","22/711, 25/865","431/28905","0.0510440835266821, 0.0580046403712297","2.07514660244549, 1.93829379182705","3.5712274287053, 3.44707919271009","0.00113298665790353, 0.00138712106928486","0.0178732750308405, 0.0188538352602455","0.014358942273888, 0.0148159752003094","14126/83433/15945/217154/16000/14652/17329/20856/14065/19218/12061/16854/53416/12372/80982/68460/20617/72821/80297/241528/237611/108017, 17918/18787/83433/14126/217154/12523/16000/20856/57814/241528/14065/12061/70261/15945/80297/19218/16854/14168/17329/12478/329693/12287/16499/80982/108017","22, 25","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0014902","myotube differentiation","6/232, 14/711","148/28905","0.040540541, 0.0945945945945946","5.050966915, 3.84564944691527","4.444308161, 5.51157719631051","0.001280628, 1.85280206566337e-05","0.031088046, 0.000790892175872382","0.026726984, 0.000635382999401379","11459/20190/12292/66211/11474/320502, 20307/15945/16000/17329/18807/11459/23886/11474/320502/20190/12292/66211/237611/232174","6, 14","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0014904","myotube cell development","5/232, 7/711","54/28905","0.092592593, 0.12962962962963","11.536159, 5.26996405688389","6.970840728, 4.98742170254681","7.32e-05, 0.000343219019317797","0.003314746, 0.00732537063779258","0.002849751, 0.00588501961399917","11459/20190/12292/11474/320502, 16000/11459/11474/320502/20190/12292/237611","5, 7","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0015698","inorganic anion transport","15/711, 15/865","154/28905","0.0974025974025974","3.95980601676804, 3.25482321147061","5.84833927049316, 4.92770162645267","6.585186670577e-06, 6.34745269230198e-05","0.000325817076860139, 0.0016946977387004","0.000261753293137887, 0.00133175024190164","19886/228432/20856/18173/56857/12354/21819/114479/171286/14404/64654/14767/72961/13487/12723, 228432/20856/18173/12354/19886/21819/114479/56857/64654/14404/233246/20379/229933/171286/20533","15","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0015711","organic anion transport","23/711, 30/865","451/28905","0.0509977827050998, 0.0665188470066519","2.07326428845416, 2.22280609563847","3.64803262193185, 4.59697588711229","0.000895111659525244, 4.55019842326557e-05","0.0150475527628298, 0.00126517055567603","0.0120888276553643, 0.000994213395753075","28250/18782/18778/18173/19156/18784/56857/20526/19218/11846/225579/20608/14080/16513/75497/57394/16181/30805/75704/63954/20617/237625/72961, 18782/28250/18126/21366/20527/18212/12286/18442/18173/102680/225579/19156/56857/72401/18784/30805/54140/240726/14080/19218/16513/16181/20608/75497/20186/20521/20533/114644/245128/57394","23, 30","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0015833","peptide transport","10/232, 21/865","351/28905","0.028490028, 0.0598290598290598","3.549587386, 1.99925892989477","4.32291187, 3.30823340043188","0.000583133, 0.0022378838196448","0.017312162, 0.026421648413344","0.014883595, 0.0207630162372757","11865/217166/233081/12143/18125/20526/74591/20186/18167/15378, 18126/100039795/11865/17918/13924/245049/18751/16193/276952/217166/18575/214084/78896/19218/12290/16181/20186/114644/57394/12557/20202","10, 21","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0015844","monoamine transport","9/711, 12/865","113/28905","0.079646017699115, 0.106194690265487","3.23792987565812, 3.54862141285999","3.78516840085628, 4.76767514144486","0.00193038234053124, 0.000148516986500337","0.0247202491490383, 0.00354254476936591","0.0198596300854034, 0.00278385032670682","14125/214084/19218/16854/110058/243328/27062/110877/20617, 17918/18751/14125/16490/217303/110058/214084/110877/19218/16854/27083/27062","9, 12","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0015849","organic acid transport","21/711, 24/865","376/28905","0.0558510638297872, 0.0638297872340425","2.27056962025316, 2.13294797687861","3.93808006839955, 3.88381593740384","0.000466403170088676, 0.000460489836245608","0.00906106105605673, 0.0085628592956993","0.00727942989852683, 0.00672898162191578","28250/18782/18778/18173/19156/18784/11846/225579/20608/14080/16513/75497/243328/57394/16181/30805/75704/63954/20617/237625/72961, 18782/28250/18126/21366/18212/12286/18442/18173/102680/225579/19156/72401/18784/30805/54140/14080/16513/16181/20608/75497/20186/114644/245128/57394","21, 24","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0015850","organic hydroxy compound transport","19/711, 24/865","317/28905","0.0599369085173502, 0.0757097791798107","2.43667558466105, 2.52993198519356","4.08443399896626, 4.81069576030203","0.000362462711702359, 3.46626231772115e-05","0.00758732041707726, 0.00102440041704224","0.00609546351714038, 0.000805008156939145","28250/14125/83433/78896/20288/214084/19218/16854/20750/238055/74152/381524/110058/243328/27062/110877/75704/20617/74591, 28250/17918/83433/18751/14125/16891/16889/16490/217303/20288/20750/110058/74152/214084/110877/78896/19218/16854/27083/27062/13124/20186/381524/238055","19, 24","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0016042","lipid catabolic process","17/711, 20/865","344/28905","0.0494186046511628, 0.0581395348837209","2.00906437052301, 1.94280145180804","2.98983220352645, 3.08966065668949","0.00542087741512327, 0.00387788988330151","0.0497943043574825, 0.0366643954962451","0.0400034991127129, 0.0288121099451905","18782/74121/85031/68453/320981/18778/19156/18784/20750/14080/238055/64654/27052/75704/211429/232174/329502, 18782/74121/68453/13924/85031/16891/16889/320981/27052/20750/19156/18784/14080/394432/64654/70166/224530/23956/238055/27281","17, 20","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0016064","immunoglobulin mediated immune response","36/373, 40/711, 50/865","302/28905","0.119205298013245, 0.132450331125828, 0.165562913907285","9.23761163290308, 5.38463687931372, 5.53248095547985","16.4538022702173, 12.1637290557197, 13.9069434842791","4.78625693108268e-24, 4.5708494642336e-18, 5.78380791054978e-23","4.99047056014221e-21, 4.97536964181827e-15, 6.79452834291836e-20","4.51923417598017e-21, 3.99708757096007e-15, 5.33936793426543e-20","777686/404711/110786/544896/110785/619833/238418/238447/668421/14125/16016/100775175/83433/14990/780931/195180/780939/380823/619994/636260/668549/780825/629826/668469/780956/434609/110787/380797/213570/100775173/16199/435328/380795/21926/780799/12630, 12268/14125/12259/12262/12260/14990/544896/404711/777686/83433/14130/780825/238447/100775175/619994/380808/110786/12984/780939/380809/434609/110785/668469/380823/16016/100775173/16160/195180/780932/668421/213570/12269/780931/238418/636260/780793/629826/619833/13137/780956, 777686/12268/14990/544896/83433/404711/14125/12259/16019/110786/14128/12260/12262/14130/238447/12984/780939/110787/619994/380797/780825/380823/629826/238418/668421/780931/110785/16016/100775175/26909/619833/100775173/246256/12478/16199/20371/195180/668549/434609/213570/12630/780799/12269/668469/380808/380809/16160/780793/636260/435328","36, 40, 50","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0016068","type I hypersensitivity","3/711, 3/865","10/28905","0.3","12.1962025316456, 10.0248554913295","5.62334622491883, 5.01333736216297","0.00156285470700048, 0.00273772002010922","0.0210827580304766, 0.0302695208811605","0.0169373606690215, 0.0237868032954629","14125/14130/16016","3","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0017156","calcium-ion regulated exocytosis","9/711, 11/865","77/28905","0.116883116883117, 0.142857142857143","4.75176722012165, 4.77374071015689","5.2349123846637, 5.82382325389662","0.000113779313163139, 1.78575746267224e-05","0.00309739842138369, 0.000626977179609015","0.00248837244741871, 0.000492699666461716","19894/20965/545192/56807/110058/57394/27062/13447/116837, 20965/19894/12286/56807/110058/58226/208898/27062/239556/116837/57394","9, 11","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0017157","regulation of exocytosis","15/711, 23/865","225/28905","0.0666666666666667, 0.102222222222222","2.71026722925457, 3.41587668593449","4.08979073462851, 6.38961177354997","0.00049325380017501, 3.36917174021218e-07","0.00946091209674887, 2.51837080414789e-05","0.00760066022713452, 1.97902012319549e-05","14125/14126/19204/19894/109648/545192/16414/56807/110058/27062/68891/13447/116837/20617/237625, 17918/18751/14126/19894/18166/14125/12523/12286/19204/16414/217303/109648/56807/18442/110058/12290/58226/20964/27062/68891/239556/328778/116837","15, 23","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0017158","regulation of calcium ion-dependent exocytosis","6/711, 7/865","50/28905","0.12, 0.14","4.87848101265823, 4.67826589595376","4.35884634113489, 4.57209880065586","0.0013728520639854, 0.000682942055932503","0.0199912972795734, 0.0115853600029849","0.0160605083915631, 0.00910416390731985","19894/545192/56807/110058/27062/13447, 19894/12286/56807/110058/58226/27062/239556","6, 7","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0018958","phenol-containing compound metabolic process","11/711, 15/865","132/28905","0.0833333333333333, 0.113636363636364","3.38783403656821, 3.79729374671571","4.36650496280991, 5.65757722339573","0.000433149202886271, 1.0210182921594e-05","0.00861155995144669, 0.00041006538075701","0.00691831194996914, 0.000322243110112026","21990/56448/109648/13038/13030/13039/21819/114479/214593/20617/16591, 17918/22418/21990/56448/109648/13038/67847/21819/13030/114479/13039/70337/14811/16591/214593","11, 15","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0019221","cytokine-mediated signaling pathway","17/373, 34/711, 44/865","471/28905","0.0360934182590234, 0.0721868365180467, 0.0934182590233546","2.7969980020833, 2.93468426097629, 3.12168182320239","4.4957934555809, 6.72259579593779, 8.15398208835353","0.000153192808445719, 2.82111407780407e-08, 3.27313849977387e-11","0.0171138251720788, 4.09437689825297e-06, 1.53804778104374e-08","0.0154978138168206, 3.28932002826067e-06, 1.20864945865334e-08","245527/17082/83433/17381/21935/20307/17329/16199/13349/20311/330122/21926/20296/16193/100041146/12777/13874, 20307/245527/17082/16193/17381/14728/83433/15945/20296/84094/100038909/17329/55985/246730/12984/13349/20306/20308/18413/11846/23960/53416/20302/20293/21832/12777/16160/20305/18725/13874/16181/214593/240873/330122, 17082/16197/245527/22418/83433/100038909/84094/17381/14728/20307/16193/13349/12984/18733/16184/20308/20296/20305/18725/20311/18413/15945/21935/13653/12804/17329/16181/231655/77772/12777/23960/16199/13874/100041146/246727/20186/330122/214593/240873/237310/16160/20293/17940/20306","17, 34, 44","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0019226","transmission of nerve impulse","5/232, 15/865","109/28905","0.04587156, 0.137614678899083","5.715161341, 4.59855756483004","4.436394148, 6.61109874929515","0.001894078, 9.09619396186478e-07","0.040855847, 5.479873772667e-05","0.035124549, 4.30626834254003e-05","239556/110880/18212/15165/12723, 18212/18619/16193/12286/16490/14799/319504/54140/15165/80297/12290/58226/269116/239556/20273","5, 15","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0019722","calcium-mediated signaling","8/232, 17/711, 19/865","223/28905","0.035874439, 0.0762331838565022, 0.0852017937219731","4.469614968, 3.09918449982025, 2.84711889888281","4.678594413, 4.99728080312537, 4.86340672511905","0.000465741, 4.16843248970819e-05, 4.62307712110779e-05","0.014287885, 0.00142908307560547, 0.00127039996444945","0.012283566, 0.00114808961154582, 0.000998322840310627","12775/100504518/59011/11486/243958/12372/18212/11474, 14125/12774/12267/83433/20344/16000/59011/56089/11474/11486/333050/12777/252837/12372/26424/14767/77647, 12267/17762/12774/83433/14125/18212/67888/16000/20344/56743/26424/56644/54140/70261/333050/100504518/227288/12777/12771","8, 17, 19","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0019724","B cell mediated immunity","36/373, 40/711, 51/865","305/28905","0.118032786885246, 0.131147540983607, 0.167213114754098","9.14674987913682, 5.33167323787784, 5.58762437221643","16.3537957165345, 12.0769708485415, 14.1466229287849","6.74888973388444e-24, 6.51296135137856e-18, 1.33063977925231e-23","5.27763177189763e-21, 5.67148674478045e-15, 2.08422544090221e-20","4.77927954575869e-21, 4.55633064644862e-15, 1.63785415635688e-20","777686/404711/110786/544896/110785/619833/238418/238447/668421/14125/16016/100775175/83433/14990/780931/195180/780939/380823/619994/636260/668549/780825/629826/668469/780956/434609/110787/380797/213570/100775173/16199/435328/380795/21926/780799/12630, 12268/14125/12259/12262/12260/14990/544896/404711/777686/83433/14130/780825/238447/100775175/619994/380808/110786/12984/780939/380809/434609/110785/668469/380823/16016/100775173/16160/195180/780932/668421/213570/12269/780931/238418/636260/780793/629826/619833/13137/780956, 777686/12268/14990/544896/83433/404711/14125/12259/16019/110786/14128/12260/12262/14130/238447/12984/18733/780939/110787/619994/380797/780825/380823/629826/238418/668421/780931/110785/16016/100775175/26909/619833/100775173/246256/12478/16199/20371/195180/668549/434609/213570/12630/780799/12269/668469/380808/380809/16160/780793/636260/435328","36, 40, 51","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0019730","antimicrobial humoral response","16/373, 21/711, 26/865","222/28905","0.0720720720720721, 0.0945945945945946, 0.117117117117117","5.58510252880226, 3.84564944691527, 3.91360724886736","7.84116395384535, 6.75897789955324, 7.6540841584217","3.69117147208444e-08, 1.63861200846131e-07, 3.48912415548171e-09","1.44324804558501e-05, 1.55098188800881e-05, 6.30592092561867e-07","1.306966109392e-05, 1.24602006959197e-05, 4.95540386130762e-07","404711/16069/238447/16016/14990/20307/16447/77705/109648/192200/100689/17329/380795/20311/330122/12945, 20307/14990/404711/16069/15945/238447/13035/109648/17329/18778/55985/100034251/16447/19695/16854/66107/16016/330122/12945/209232/192200, 14990/404711/16019/20307/16069/109648/192200/238447/16447/100689/100034251/20311/15945/16016/16854/66107/17329/13035/12945/330122/209232/20301/100039863/100040048/385643/20202","16, 21, 26","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0019731","antibacterial humoral response","11/373, 14/711, 15/865","138/28905","0.0797101449275362, 0.101449275362319, 0.108695652173913","6.17700198158293, 4.12431969669174, 3.63219401859764","6.97008172455363, 5.84229053153358, 5.44387541658955","1.90226016010849e-06, 8.30900395996158e-06, 1.74914068342282e-05","0.000661141086757707, 0.000393232643931225, 0.000622667581166957","0.000598711355655199, 0.000315913274129889, 0.00048931303966884","404711/16069/238447/16016/14990/16447/109648/192200/100689/380795/12945, 14990/404711/16069/238447/13035/109648/18778/100034251/16447/66107/16016/12945/209232/192200, 14990/404711/16019/16069/109648/192200/238447/16447/100689/100034251/16016/66107/13035/12945/209232","11, 14, 15","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0019882","antigen processing and presentation","12/711, 12/865","135/28905","0.0888888888888889","3.6136896390061, 2.97032755298651","4.83377461358505, 4.03026318279952","0.00013149284065784, 0.000765857453626381","0.00344891462785684, 0.0125990774363923","0.00277077177873179, 0.0099007770179241","14990/83433/14130/18173/13039/19156/12514/19368/19369/19370/56554/379043, 14990/83433/16019/14128/14130/12514/18173/19156/13039/77777/381091/246256","12","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0021700","developmental maturation","23/711, 23/865","400/28905","0.0575","2.33760548523207, 1.92143063583815","4.2779227804536, 3.25934358340711","0.000168378952293428, 0.00235680144754621","0.00405033720459357, 0.0276174813017946","0.00325393963950014, 0.0217027417718654","12259/140494/319504/17390/16000/233878/545192/80752/19228/13039/13983/11474/108153/18189/18667/20190/13874/269116/237625/72961/80297/13487/57754, 17918/22418/12259/14561/140494/12286/233781/233878/16000/80752/319504/56644/108153/13039/21367/80297/56739/19228/269116/208898/13874/239337/13983","23","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0022408","negative regulation of cell-cell adhesion","18/711, 22/865","236/28905","0.076271186440678, 0.0932203389830508","3.10072945719803, 3.11506809052611","5.14582818557194, 5.73023068224876","2.48579984807483e-05, 2.82940591158526e-06","0.0010307783370017, 0.000144084265666686","0.000828101543373702, 0.000113226241632315","18782/14990/100039795/14728/17242/13035/12578/93695/18784/11846/16854/100043314/386463/12519/16181/240873/74591/234199, 18782/14990/100039795/14728/15507/217303/12578/93695/208154/16184/18784/17242/240754/16854/234199/16181/13035/100043314/12477/20371/240873/15930","18, 22","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0022409","positive regulation of cell-cell adhesion","19/711, 24/865","349/28905","0.0544412607449857, 0.0687679083094556","2.21325547374657, 2.29796114414429","3.6211933415365, 4.28473277733139","0.00114962927392875, 0.000154489253618222","0.0180703460602375, 0.00365373298466335","0.0145172642115343, 0.00287122575020419","12774/14990/16193/14728/20339/20344/20296/17242/19204/16000/13035/16414/55985/11486/16160/12519/15117/13137/26887, 14990/12774/16197/22418/14728/15519/16193/15505/19204/13655/16414/16000/20344/16184/20339/17242/20296/381091/13035/20371/21950/20533/16160/26887","19, 24","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
