"Gene_ID","Gene.name","Count","entrezgene_id"
"ENSMUSG00000050050","Ccdc158",53,320696
"ENSMUSG00000029381","Shroom3",7687,27428
"ENSMUSG00000045314","Sowahb",245,78088
"ENSMUSG00000107374","Gm43172",17,NA
"ENSMUSG00000058013","11-Sep",3809,NA
"ENSMUSG00000107019","Gm43682",86,NA
"ENSMUSG00000063015","Ccni",8451,12453
"ENSMUSG00000106870","Gm43681",71,NA
"ENSMUSG00000029385","Ccng2",1941,12452
"ENSMUSG00000023078","Cxcl13",384,55985
"ENSMUSG00000107092","Gm7993",487,NA
"ENSMUSG00000034724","Cnot6l",3470,231464
"ENSMUSG00000029486","Mrpl1",449,94061
"ENSMUSG00000034687","Fras1",375,231470
"ENSMUSG00000029484","Anxa3",8711,11745
"ENSMUSG00000034663","Bmp2k",1196,140780
"ENSMUSG00000055725","Paqr3",192,231474
"ENSMUSG00000029338","Antxr2",3976,71914
"ENSMUSG00000035456","Prdm8",65,77630
"ENSMUSG00000057816","1700007G11Rik",161,NA
"ENSMUSG00000105814","Mir703",92,735265
"ENSMUSG00000029335","Bmp3",2611,110075
"ENSMUSG00000029334","Prkg2",608,19092
"ENSMUSG00000089809","Rasgef1b",2225,320292
"ENSMUSG00000000568","Hnrnpd",4924,11991
"ENSMUSG00000035364","4930524J08Rik",14,NA
"ENSMUSG00000029328","Hnrnpdl",5203,50926
"ENSMUSG00000029326","Enoph1",675,67870
"ENSMUSG00000050640","Tmem150c",125,231503
"ENSMUSG00000035325","Sec31a",4921,69162
"ENSMUSG00000097772","5430416N02Rik",140,NA
"ENSMUSG00000035310","Lin54",722,231506
"ENSMUSG00000035297","Cops4",1473,26891
"ENSMUSG00000029322","Plac8",949,231507
"ENSMUSG00000029319","Coq2",1168,71883
"ENSMUSG00000085269","Gm15777",48,NA
"ENSMUSG00000035273","Hpse",457,15442
"ENSMUSG00000035266","Helq",346,191578
"ENSMUSG00000016833","Mrps18c",504,68735
"ENSMUSG00000104761","Gm43511",36,NA
"ENSMUSG00000035234","Abraxas1",175,70681
"ENSMUSG00000087611","4930458D05Rik",17,NA
"ENSMUSG00000029314","Gpat3",388,231510
"ENSMUSG00000029330","Cds1",2010,74596
"ENSMUSG00000105632","Gm43272",36,NA
"ENSMUSG00000043940","Wdfy3",6066,72145
"ENSMUSG00000092354","Gm20548",29,NA
"ENSMUSG00000057315","Arhgap24",757,231532
"ENSMUSG00000046709","Mapk10",172,26414
"ENSMUSG00000034573","Ptpn13",3840,19249
"ENSMUSG00000029321","Slc10a6",930,75750
"ENSMUSG00000029313","Aff1",7337,17355
"ENSMUSG00000029312","Klhl8",408,246293
"ENSMUSG00000029311","Hsd17b11",4842,114664
"ENSMUSG00000029310","Nudt9",1628,74167
"ENSMUSG00000029309","Sparcl1",25834,13602
"ENSMUSG00000097877","Gm26703",16,NA
"ENSMUSG00000029306","Ibsp",3,15891
"ENSMUSG00000029304","Spp1",2644,20750
"ENSMUSG00000034462","Pkd2",5937,18764
"ENSMUSG00000079065","BC005561",359,NA
"ENSMUSG00000097392","D930016D06Rik",196,NA
"ENSMUSG00000072774","Zfp951",97,626391
"ENSMUSG00000029299","Abcg3",103,27405
"ENSMUSG00000034438","Gbp8",282,76074
"ENSMUSG00000029298","Gbp9",3922,236573
"ENSMUSG00000079363","Gbp4",6589,17472
"ENSMUSG00000079362","Gm43302",45,NA
"ENSMUSG00000105096","Gbp10",75,626578
"ENSMUSG00000104713","Gbp6",91,100702
"ENSMUSG00000092021","Gbp11",104,634650
"ENSMUSG00000070639","Lrrc8b",4679,433926
"ENSMUSG00000105826","Gm42141",17,NA
"ENSMUSG00000054720","Lrrc8c",3745,100604
"ENSMUSG00000046079","Lrrc8d",1737,231549
"ENSMUSG00000029290","Zfp326",1140,54367
"ENSMUSG00000049606","Zfp644",1901,52397
"ENSMUSG00000029283","Cdc7",203,12545
"ENSMUSG00000029287","Tgfbr3",4033,21814
"ENSMUSG00000029279","Brdt",113,114642
"ENSMUSG00000106396","Gm42902",14,NA
"ENSMUSG00000033805","Ephx4",99,384214
"ENSMUSG00000111375","Btbd8",45,100503185
"ENSMUSG00000029276","Glmn",163,170823
"ENSMUSG00000033773","Rpap2",433,231571
"ENSMUSG00000029275","Gfi1",42,14581
"ENSMUSG00000011831","Evi5",2868,14020
"ENSMUSG00000058558","Rpl5",13503,100503670
"ENSMUSG00000077222","Gm22270",26,115490266
"ENSMUSG00000029270","Fam69a",803,NA
"ENSMUSG00000029267","Mtf2",956,17765
"ENSMUSG00000063406","Tmed5",2318,73130
"ENSMUSG00000056531","Ccdc18",30,73254
"ENSMUSG00000029265","Dr1",2113,13486
"ENSMUSG00000029263","Pigg",1205,433931
"ENSMUSG00000105867","Gm42517",35,NA
"ENSMUSG00000072769","Gm10419",76,NA
"ENSMUSG00000050856","Atp5k",1266,NA
"ENSMUSG00000029490","Mfsd7a",203,NA
"ENSMUSG00000033623","Pcgf3",2538,69587
"ENSMUSG00000033615","Cplx1",20,12889
"ENSMUSG00000062234","Gak",4575,231580
"ENSMUSG00000013495","Tmem175",723,72392
"ENSMUSG00000004815","Dgkq",610,110524
"ENSMUSG00000033540","Idua",533,15932
"ENSMUSG00000046959","Slc26a1",25,231583
"ENSMUSG00000008090","Fgfrl1",1208,116701
"ENSMUSG00000033467","Crlf2",1112,57914
"ENSMUSG00000072763","5430403G16Rik",99,NA
"ENSMUSG00000072762","4930522L14Rik",104,100041734
"ENSMUSG00000105044","Gm10416",19,667213
"ENSMUSG00000097140","Gm26779",57,NA
"ENSMUSG00000090015","Gm15446",247,100642166
"ENSMUSG00000066613","Zfp932",256,69504
"ENSMUSG00000090963","Gm17655",87,NA
"ENSMUSG00000109771","Gm35315",20,102638847
"ENSMUSG00000064247","Plcxd1",126,403178
"ENSMUSG00000033434","Gtpbp6",488,107999
"ENSMUSG00000023284","Zfp605",260,675812
"ENSMUSG00000014668","Chfr",1463,231600
"ENSMUSG00000105541","Gm43136",15,NA
"ENSMUSG00000086247","Gm15787",70,100504007
"ENSMUSG00000029502","Golga3",3233,269682
"ENSMUSG00000029501","Ankle2",1934,71782
"ENSMUSG00000029500","Pgam5",432,72542
"ENSMUSG00000087439","Gm15788",30,NA
"ENSMUSG00000029499","Pxmp2",382,19301
"ENSMUSG00000007080","Pole",175,18973
"ENSMUSG00000029503","P2rx2",32,231602
"ENSMUSG00000043323","Fbrsl1",1718,381668
"ENSMUSG00000097904","Gm26711",28,NA
"ENSMUSG00000033316","Galnt9",34,231605
"ENSMUSG00000033294","Noc4l",370,100608
"ENSMUSG00000029504","Ddx51",608,69663
"ENSMUSG00000105161","Gm42595",69,NA
"ENSMUSG00000029505","Ep400",4347,75560
"ENSMUSG00000086401","Gm15559",16,100504049
"ENSMUSG00000029507","Pus1",557,56361
"ENSMUSG00000029512","Ulk1",2727,22241
"ENSMUSG00000043510","Hscb",413,100900
"ENSMUSG00000029521","Chek2",135,50883
"ENSMUSG00000033209","Ttc28",3454,209683
"ENSMUSG00000105112","Gm42778",111,NA
"ENSMUSG00000050017","Pitpnb",2960,56305
"ENSMUSG00000070576","Mn1",498,433938
"ENSMUSG00000097767","Miat",24,330166
"ENSMUSG00000029344","Tpst2",2210,22022
"ENSMUSG00000029345","Tfip11",1742,54723
"ENSMUSG00000029346","Srrd",258,70118
"ENSMUSG00000042328","Hps4",550,192232
"ENSMUSG00000105368","Gm43759",54,NA
"ENSMUSG00000058153","Sez6l",18,56747
"ENSMUSG00000072720","Myo18b",190,74376
"ENSMUSG00000042249","Grk3",2734,320129
"ENSMUSG00000029352","Crybb3",26,12962
"ENSMUSG00000051339","2900026A02Rik",3439,243219
"ENSMUSG00000042216","Sgsm1",301,52850
"ENSMUSG00000063430","Wscd2",132,320916
"ENSMUSG00000042190","Cmklr1",3906,14747
"ENSMUSG00000053334","Ficd",671,231630
"ENSMUSG00000018974","Sart3",1389,53890
"ENSMUSG00000025825","Iscu",2663,66383
"ENSMUSG00000054675","Tmem119",1262,231633
"ENSMUSG00000048163","Selplg",2105,20345
"ENSMUSG00000004530","Coro1c",5916,23790
"ENSMUSG00000042121","Ssh1",2257,231637
"ENSMUSG00000029592","Usp30",902,100756
"ENSMUSG00000029592","Usp30",902,102637926
"ENSMUSG00000044339","Alkbh2",82,231642
"ENSMUSG00000029591","Ung",105,22256
"ENSMUSG00000042010","Acacb",1559,100705
"ENSMUSG00000066952","Myo1h",204,231646
"ENSMUSG00000001098","Kctd10",9392,330171
"ENSMUSG00000029577","Ube3b",4481,117146
"ENSMUSG00000029575","Mmab",648,77697
"ENSMUSG00000041939","Mvk",657,17855
"ENSMUSG00000041930","Fam222a",229,433940
"ENSMUSG00000014158","Trpv4",432,63873
"ENSMUSG00000011884","Gltp",3317,56356
"ENSMUSG00000002486","Tchp",556,77832
"ENSMUSG00000041890","Git2",4346,26431
"ENSMUSG00000041870","Ankrd13a",9241,68420
"ENSMUSG00000072694","1500011B03Rik",374,66236
"ENSMUSG00000072694","1500011B03Rik",374,330173
"ENSMUSG00000092486","2610524H06Rik",49,NA
"ENSMUSG00000029561","Oasl2",1583,23962
"ENSMUSG00000041827","Oasl1",70,231655
"ENSMUSG00000029559","2210016L21Rik",887,72357
"ENSMUSG00000029550","Sppl3",2235,74585
"ENSMUSG00000072692","Rpl37rt",110,NA
"ENSMUSG00000029545","Acads",910,11409
"ENSMUSG00000046562","Unc119b",2288,106840
"ENSMUSG00000048578","Mlec",6153,109154
"ENSMUSG00000029544","Cabp1",94,29867
"ENSMUSG00000060152","Pop5",499,117109
"ENSMUSG00000041740","Rnf10",8757,50849
"ENSMUSG00000041733","Coq5",978,52064
"ENSMUSG00000009013","Dynll1",4788,56455
"ENSMUSG00000086368","Gm13830",17,NA
"ENSMUSG00000029538","Srsf9",1731,108014
"ENSMUSG00000029536","Gatc",901,384281
"ENSMUSG00000029535","Triap1",677,69076
"ENSMUSG00000041697","Cox6a1",4090,12861
"ENSMUSG00000054256","Msi1",27,17690
"ENSMUSG00000029522","Pla2g1b",413,18778
"ENSMUSG00000029524","Sirt4",254,75387
"ENSMUSG00000029528","Pxn",7918,19303
"ENSMUSG00000067274","Rplp0",15807,11837
"ENSMUSG00000041638","Gcn1l1",3562,NA
"ENSMUSG00000107121","1110006O24Rik",30,66123
"ENSMUSG00000029518","Rab35",2724,77407
"ENSMUSG00000041609","Bicdl1",741,75665
"ENSMUSG00000083833","Gm13841",67,NA
"ENSMUSG00000029516","Cit",428,12704
"ENSMUSG00000085376","Gm14508",26,NA
"ENSMUSG00000029513","Prkab1",1750,19079
"ENSMUSG00000079278","Tmem233",72,545798
"ENSMUSG00000043913","Ccdc60",192,269693
"ENSMUSG00000041548","Hspb8",857,80888
"ENSMUSG00000107369","Gstm2-ps1",24,NA
"ENSMUSG00000066900","Suds3",2569,71954
"ENSMUSG00000061288","Taok3",3950,330177
"ENSMUSG00000032959","Pebp1",3088,23980
"ENSMUSG00000072688","Gm10399",30,NA
"ENSMUSG00000066894","Vsig10",1320,231668
"ENSMUSG00000029364","Wsb2",2995,59043
"ENSMUSG00000029363","Rfc5",365,72151
"ENSMUSG00000086075","Gm15728",24,NA
"ENSMUSG00000061578","Ksr2",20,333050
"ENSMUSG00000029361","Nos1",26,18125
"ENSMUSG00000032898","Fbxo21",1649,231670
"ENSMUSG00000029359","Tesc",84,57816
"ENSMUSG00000032867","Fbxw8",3715,231672
"ENSMUSG00000032850","Rnft2",44,269695
"ENSMUSG00000032840","2410131K14Rik",737,NA
"ENSMUSG00000018076","Med13l",3213,76199
"ENSMUSG00000087516","Tbx3os1",607,100039542
"ENSMUSG00000018604","Tbx3",7962,21386
"ENSMUSG00000107053","1700021F13Rik",25,433945
"ENSMUSG00000106795","Gm43050",126,433945
"ENSMUSG00000018263","Tbx5",1454,21388
"ENSMUSG00000029594","Rbm19",571,74111
"ENSMUSG00000029596","Sdsl",33,257635
"ENSMUSG00000029597","Sds",28,231691
"ENSMUSG00000029598","Plbd2",3193,71772
"ENSMUSG00000032754","Slc8b1",908,170756
"ENSMUSG00000032741","Tpcn1",4094,252972
"ENSMUSG00000106825","2510016D11Rik",25,NA
"ENSMUSG00000029601","Iqcd",100,75732
"ENSMUSG00000029600","Rita1",262,100764
"ENSMUSG00000029599","Ddx54",2040,71990
"ENSMUSG00000107191","Gm43579",78,NA
"ENSMUSG00000094282","Cfap73",96,546886
"ENSMUSG00000029602","Rasal1",26,19415
"ENSMUSG00000029603","Dtx1",318,14357
"ENSMUSG00000032690","Oas2",341,246728
"ENSMUSG00000032661","Oas3",125,246727
"ENSMUSG00000001166","Oas1c",192,114643
"ENSMUSG00000029605","Oas1b",161,23961
"ENSMUSG00000066861","Oas1g",59,23960
"ENSMUSG00000052776","Oas1a",238,246730
"ENSMUSG00000029608","Rph3a",7,19894
"ENSMUSG00000043733","Ptpn11",7669,19247
"ENSMUSG00000029614","Rpl6",11101,19988
"ENSMUSG00000042744","Hectd4",3127,269700
"ENSMUSG00000042726","Trafd1",2465,231712
"ENSMUSG00000106209","Gm42918",28,NA
"ENSMUSG00000042719","Naa25",996,231713
"ENSMUSG00000029616","Erp29",1819,67397
"ENSMUSG00000029452","Tmem116",516,77462
"ENSMUSG00000062438","Adam1b",25,280667
"ENSMUSG00000072647","Adam1a",89,280668
"ENSMUSG00000105340","Gm42878",47,NA
"ENSMUSG00000029454","Mapkapk5",427,17165
"ENSMUSG00000029455","Aldh2",38045,11669
"ENSMUSG00000106590","Gm42879",26,NA
"ENSMUSG00000042647","Acad12",546,338350
"ENSMUSG00000029456","Acad10",678,71985
"ENSMUSG00000029458","Brap",2755,72399
"ENSMUSG00000042605","Atxn2",2132,20239
"ENSMUSG00000042594","Sh2b3",4922,16923
"ENSMUSG00000044134","Fam109a",541,NA
"ENSMUSG00000042589","Cux2",232,13048
"ENSMUSG00000004455","Ppp1cc",3603,19047
"ENSMUSG00000004455","Ppp1cc",3603,434233
"ENSMUSG00000105742","Gm42748",34,NA
"ENSMUSG00000064267","Hvcn1",837,74096
"ENSMUSG00000038593","Tctn1",870,654470
"ENSMUSG00000038582","Pptc7",2357,320717
"ENSMUSG00000038569","Rad9b",95,231724
"ENSMUSG00000029462","Vps29",1848,56433
"ENSMUSG00000029463","Fam216a",416,68948
"ENSMUSG00000029464","Gpn3",748,68080
"ENSMUSG00000029465","Arpc3",3938,56378
"ENSMUSG00000105895","Gm42829",57,NA
"ENSMUSG00000029466","Anapc7",1203,56317
"ENSMUSG00000029467","Atp2a2",19653,11938
"ENSMUSG00000029469","Ift81",943,12589
"ENSMUSG00000029468","P2rx7",1259,18439
"ENSMUSG00000059352","Gm10064",41,NA
"ENSMUSG00000029470","P2rx4",3237,18438
"ENSMUSG00000029471","Camkk2",1920,207565
"ENSMUSG00000029472","Anapc5",7029,59008
"ENSMUSG00000029474","Rnf34",940,80751
"ENSMUSG00000029475","Kdm2b",927,30841
"ENSMUSG00000056735","A930024E05Rik",50,109202
"ENSMUSG00000049686","Orai1",1261,109305
"ENSMUSG00000029477","Morn3",45,74890
"ENSMUSG00000105107","Gm43412",57,NA
"ENSMUSG00000054434","Tmem120b",433,330189
"ENSMUSG00000029449","Rhof",415,23912
"ENSMUSG00000090086","AI480526",514,NA
"ENSMUSG00000104156","Gm38102",164,NA
"ENSMUSG00000105881","4932422M17Rik",361,NA
"ENSMUSG00000038384","Setd1b",2881,208043
"ENSMUSG00000029440","Psmd9",877,67151
"ENSMUSG00000029442","Wdr66",1127,NA
"ENSMUSG00000087336","Gm15860",16,NA
"ENSMUSG00000029438","Bcl7a",1316,77045
"ENSMUSG00000038342","Mlxip",3940,208104
"ENSMUSG00000063409","Lrrc43",315,381741
"ENSMUSG00000086753","Gm15751",118,NA
"ENSMUSG00000029433","Diablo",1151,66593
"ENSMUSG00000029431","B3gnt4",32,231727
"ENSMUSG00000029434","Vps33a",2031,77573
"ENSMUSG00000049550","Clip1",7232,56430
"ENSMUSG00000029427","Zcchc8",1772,70650
"ENSMUSG00000029422","Rsrc2",2842,208606
"ENSMUSG00000029414","Kntc1",73,208628
"ENSMUSG00000045502","Hcar2",223,80885
"ENSMUSG00000049241","Hcar1",110,243270
"ENSMUSG00000023106","Denr",1525,68184
"ENSMUSG00000061882","Ccdc62",108,208908
"ENSMUSG00000000915","Hip1r",3252,29816
"ENSMUSG00000066278","Vps37b",987,330192
"ENSMUSG00000029408","Abcb9",496,56325
"ENSMUSG00000085433","Gm16001",60,NA
"ENSMUSG00000023707","Ogfod2",576,66627
"ENSMUSG00000029404","Arl6ip4",1255,65105
"ENSMUSG00000029406","Pitpnm2",7036,19679
"ENSMUSG00000038126","Mphosph9",748,269702
"ENSMUSG00000047635","2810006K23Rik",248,NA
"ENSMUSG00000029394","Cdk2ap1",1206,13445
"ENSMUSG00000038095","Sbno1",4217,243272
"ENSMUSG00000103864","Gm37415",20,NA
"ENSMUSG00000049327","Kmt5a",2252,67956
"ENSMUSG00000029401","Rilpl2",563,80291
"ENSMUSG00000029402","Snrnp35",308,76167
"ENSMUSG00000029392","Rilpl1",1534,75695
"ENSMUSG00000106662","Gm43034",40,NA
"ENSMUSG00000029390","Tmed2",2629,56334
"ENSMUSG00000029389","Ddx55",641,67848
"ENSMUSG00000029388","Eif2b1",741,209354
"ENSMUSG00000029387","Gtf2h3",434,209357
"ENSMUSG00000029386","Tctn2",756,67978
"ENSMUSG00000038023","Atp6v0a2",2797,21871
"ENSMUSG00000038011","Dnah10",1272,56087
"ENSMUSG00000037979","Ccdc92",909,215707
"ENSMUSG00000079215","Zfp664",5302,269704
"ENSMUSG00000037962","Rflna",173,73121
"ENSMUSG00000029478","Ncor2",6815,20602
"ENSMUSG00000037936","Scarb1",3651,20778
"ENSMUSG00000008348","Ubc",1207,22190
"ENSMUSG00000072612","Gm10382",19,639281
"ENSMUSG00000029480","Dhx37",734,208144
"ENSMUSG00000037905","Bri3bp",510,76809
"ENSMUSG00000029482","Aacs",1287,78894
"ENSMUSG00000034324","Tmem132c",526,208213
"ENSMUSG00000029416","Slc15a4",1089,100561
"ENSMUSG00000034310","Tmem132d",301,243274
"ENSMUSG00000072591","5930412G12Rik",24,NA
"ENSMUSG00000081683","Fzd10",25,93897
"ENSMUSG00000029420","Rimbp2",52,231760
"ENSMUSG00000029428","Stx2",1066,13852
"ENSMUSG00000029430","Ran",3481,19384
"ENSMUSG00000044017","Adgrd1",458,243277
"ENSMUSG00000060419","Rps16-ps2",141,NA
"ENSMUSG00000029439","Sfswap",2261,231769
"ENSMUSG00000104814","Gm42979",109,NA
"ENSMUSG00000029436","Mmp17",131,23948
"ENSMUSG00000051034","Zfp11",240,22648
"ENSMUSG00000034211","Mrps17",1227,66258
"ENSMUSG00000029432","Nipsnap2",2970,14467
"ENSMUSG00000029446","Psph",392,100678
"ENSMUSG00000029447","Cct6a",3121,12466
"ENSMUSG00000025538","Sumf2",323,67902
"ENSMUSG00000025537","Phkg1",93,18682
"ENSMUSG00000070493","Chchd2",3451,14004
"ENSMUSG00000034173","Zbed5",59,71970
"ENSMUSG00000095789","Nupr1l",102,NA
"ENSMUSG00000066735","Vkorc1l1",1924,69568
"ENSMUSG00000025534","Gusb",2375,110006
"ENSMUSG00000025533","Asl",708,109900
"ENSMUSG00000025532","Crcp",632,12909
"ENSMUSG00000034118","Tpst1",1406,22021
"ENSMUSG00000034110","Kctd7",398,212919
"ENSMUSG00000025340","Rabgef1",1817,56715
"ENSMUSG00000080893","Gm15920",159,NA
"ENSMUSG00000053094","Tmem248",3788,71667
"ENSMUSG00000107143","Gm6598",31,NA
"ENSMUSG00000025337","Sbds",4618,66711
"ENSMUSG00000056310","Tyw1",761,100929
"ENSMUSG00000034040","Galnt17",81,212996
"ENSMUSG00000029673","Auts2",431,319974
"ENSMUSG00000015944","Gatsl2",1200,NA
"ENSMUSG00000061979","Rcc1l",467,94254
"ENSMUSG00000015942","Gtf2ird2",461,114674
"ENSMUSG00000015950","Ncf1",2004,17969
"ENSMUSG00000060261","Gtf2i",7655,14886
"ENSMUSG00000107000","Gm43481",53,NA
"ENSMUSG00000023079","Gtf2ird1",772,57080
"ENSMUSG00000063146","Clip2",1558,269713
"ENSMUSG00000085957","Syna",29,214292
"ENSMUSG00000023104","Rfc2",978,19718
"ENSMUSG00000040751","Lat2",298,56743
"ENSMUSG00000040731","Eif4h",11215,22384
"ENSMUSG00000029674","Limk1",1031,16885
"ENSMUSG00000029675","Eln",3757,13717
"ENSMUSG00000040557","Mettl27",401,79565
"ENSMUSG00000047501","Cldn4",169,12740
"ENSMUSG00000070473","Cldn3",3925,12739
"ENSMUSG00000040532","Abhd11",553,68758
"ENSMUSG00000085042","Abhd11os",121,NA
"ENSMUSG00000007207","Stx1a",239,20907
"ENSMUSG00000005378","Bud23",680,66138
"ENSMUSG00000061118","Dnajc30",464,66114
"ENSMUSG00000043614","Vps37d",54,194309
"ENSMUSG00000005373","Mlxipl",193,58805
"ENSMUSG00000005374","Tbl2",988,27368
"ENSMUSG00000029681","Bcl7b",1869,12054
"ENSMUSG00000002748","Baz1b",5963,22385
"ENSMUSG00000000916","Nsun5",389,100609
"ENSMUSG00000053293","Pom121",1748,107939
"ENSMUSG00000039959","Hip1",5663,215114
"ENSMUSG00000004814","Ccl24",36,56221
"ENSMUSG00000039917","Rhbdd2",1193,215160
"ENSMUSG00000005514","Por",14035,18984
"ENSMUSG00000039886","Tmem120a",499,215210
"ENSMUSG00000019178","Styxl1",33,76571
"ENSMUSG00000019179","Mdh2",4133,17448
"ENSMUSG00000004951","Hspb1",2238,15507
"ENSMUSG00000051391","Ywhag",6805,22628
"ENSMUSG00000029699","Ssc4d",49,109267
"ENSMUSG00000004947","Dtx2",790,74198
"ENSMUSG00000042985","Upk3b",2419,100647
"ENSMUSG00000004952","Rasa4",699,54153
"ENSMUSG00000039771","Polr2j",684,20022
"ENSMUSG00000029703","Lrwd1",726,71735
"ENSMUSG00000039754","Alkbh4",245,72041
"ENSMUSG00000039747","Orai2",905,269717
"ENSMUSG00000039737","Prkrip1",462,66801
"ENSMUSG00000005057","Sh2b2",188,23921
"ENSMUSG00000029705","Cux1",5136,13047
"ENSMUSG00000007987","Ift22",582,67286
"ENSMUSG00000097908","4933404O12Rik",146,66752
"ENSMUSG00000019054","Fis1",2614,66437
"ENSMUSG00000001739","Cldn15",199,60363
"ENSMUSG00000059518","Znhit1",758,70103
"ENSMUSG00000004846","Plod3",3501,26433
"ENSMUSG00000004849","Ap1s1",1572,11769
"ENSMUSG00000037411","Serpine1",2525,18787
"ENSMUSG00000043279","Trim56",5799,384309
"ENSMUSG00000023328","Ache",76,11423
"ENSMUSG00000051502","Ufsp1",98,70240
"ENSMUSG00000037364","Srrt",3609,83701
"ENSMUSG00000023348","Trip6",937,22051
"ENSMUSG00000037344","Slc12a9",710,83704
"ENSMUSG00000029710","Ephb4",6776,13846
"ENSMUSG00000079173","Zan",196,22635
"ENSMUSG00000029715","Pop7",258,74097
"ENSMUSG00000105851","9130604C24Rik",14,NA
"ENSMUSG00000106237","Gm8066",143,NA
"ENSMUSG00000029714","Gigyf1",3222,57330
"ENSMUSG00000029713","Gnb2",9448,14693
"ENSMUSG00000090873","Gm17112",81,NA
"ENSMUSG00000037221","Mospd3",1054,68929
"ENSMUSG00000105408","Gm7285",22,NA
"ENSMUSG00000029718","Pcolce",3896,18542
"ENSMUSG00000089984","Fbxo24",57,71176
"ENSMUSG00000106617","Gm36266",71,108169076
"ENSMUSG00000093445","Lrch4",83,231798
"ENSMUSG00000029720","Gm20605",236,NA
"ENSMUSG00000079165","Sap25",51,751865
"ENSMUSG00000047182","Irs3",125,16369
"ENSMUSG00000029722","Agfg2",816,231801
"ENSMUSG00000082088","Gm15753",16,NA
"ENSMUSG00000045348","Nyap1",58,243300
"ENSMUSG00000029723","Tsc22d4",2135,78829
"ENSMUSG00000029723","Tsc22d4",2135,122152370
"ENSMUSG00000029723","Tsc22d4",2135,122152371
"ENSMUSG00000029725","Ppp1r35",464,69871
"ENSMUSG00000029726","Mepce",2658,231803
"ENSMUSG00000037108","Zcwpw1",43,381678
"ENSMUSG00000046245","Pilra",441,231805
"ENSMUSG00000066684","Pilrb1",104,170741
"ENSMUSG00000066682","Pilrb2",110,545812
"ENSMUSG00000029727","Cyp3a13",66,13113
"ENSMUSG00000029729","Zkscan1",1945,74570
"ENSMUSG00000037017","Zscan21",690,22697
"ENSMUSG00000037007","Zfp113",442,56314
"ENSMUSG00000019494","Cops6",2217,26893
"ENSMUSG00000029730","Mcm7",996,17220
"ENSMUSG00000019518","Ap4m1",711,11781
"ENSMUSG00000036980","Taf6",793,21343
"ENSMUSG00000036968","Cnpy4",725,66455
"ENSMUSG00000049285","Mblac1",80,330216
"ENSMUSG00000047592","Nxpe5",46,381680
"ENSMUSG00000050552","Lamtor4",787,66096
"ENSMUSG00000036948","BC037034",995,NA
"ENSMUSG00000085227","6330418K02Rik",28,69004
"ENSMUSG00000029510","Gpc2",26,71951
"ENSMUSG00000109713","Pvrig",11,102640920
"ENSMUSG00000036898","Zfp157",293,72154
"ENSMUSG00000058291","Zfp68",1431,24135
"ENSMUSG00000056014","A430033K04Rik",209,243308
"ENSMUSG00000025854","Fam20c",777,80752
"ENSMUSG00000025856","Pdgfa",3262,18590
"ENSMUSG00000075585","6330403L08Rik",941,70744
"ENSMUSG00000025855","Prkar1b",1255,19085
"ENSMUSG00000086873","Gm15672",24,NA
"ENSMUSG00000025857","Dnaaf5",923,433956
"ENSMUSG00000036817","Sun1",4005,77053
"ENSMUSG00000025858","Get4",1643,67604
"ENSMUSG00000056413","Adap1",374,231821
"ENSMUSG00000045438","Cox19",545,68033
"ENSMUSG00000053553","3110082I17Rik",350,73212
"ENSMUSG00000044197","Gpr146",3985,80290
"ENSMUSG00000044092","C130050O18Rik",119,319772
"ENSMUSG00000053647","Gper1",79,76854
"ENSMUSG00000053581","Zfand2a",1415,100494
"ENSMUSG00000036718","Micall2",201,231830
"ENSMUSG00000029547","Ints1",2251,68510
"ENSMUSG00000018143","Mafk",4236,17135
"ENSMUSG00000036687","Tmem184a",857,231832
"ENSMUSG00000029551","Psmg3",255,66506
"ENSMUSG00000048988","Elfn1",894,243312
"ENSMUSG00000029554","Mad1l1",531,17120
"ENSMUSG00000105679","Gm43338",24,NA
"ENSMUSG00000036639","Nudt1",158,17766
"ENSMUSG00000029557","Mrm2",219,68017
"ENSMUSG00000029560","Snx8",1012,231834
"ENSMUSG00000056076","Eif3b",7021,27979
"ENSMUSG00000036599","Chst12",1512,59031
"ENSMUSG00000105699","Gm43703",40,NA
"ENSMUSG00000029570","Lfng",1986,16848
"ENSMUSG00000036565","Ttyh3",6274,78339
"ENSMUSG00000036555","Iqce",985,74239
"ENSMUSG00000000148","Brat1",767,231841
"ENSMUSG00000050022","Amz1",629,231842
"ENSMUSG00000000149","Gna12",4741,14673
"ENSMUSG00000036526","Card11",1140,108723
"ENSMUSG00000039683","Sdk1",366,330222
"ENSMUSG00000056493","Foxk1",3420,17425
"ENSMUSG00000039623","Ap5z1",642,231855
"ENSMUSG00000029576","Radil",1074,231858
